Latitude,Longitude,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
-109.0,-92.0,17111992.678987924,13981373.927008083,22526651.879248887,15298702.383585442,24996013.689241078,25722459.300927766,37330516.041724585,47156969.068796605,81439718.72269617,41359904.480678305,45850585.49117221,51790508.981458984,44658325.617343985,76194506.32400474,87614827.09713113,166721887.9354696,85020649.98212545,69444673.40000367,58680084.34301651,68516900.28280088,50764181.125243984,743685709.9516296,173781309.6215931,256250758.5688419,101322715.26189345,77060156.86882792,65911628.20479634,68970853.95038879,89699028.9905978,72837263.24294917,79857456.72478698,50116792.71438007,59579324.165724546,40122979.60326034,41149260.35056337,26567495.839721803,29470497.725055512,30322804.586980585,32016019.38699515,36160881.266448215,28581168.508163527,30981573.931225188,30261818.7644055,31065644.61791194,30897964.66969194,31287249.49413102,30982797.80997028,36850136.06508547,42039575.02770682,36278250.55084946,28083293.259180225,27533647.00527127,23432647.828478426
-98.09999999999985,92.0,17123314.79620923,14227817.511101145,22753332.521571662,14185104.480751073,25813481.953544907,27032855.416992217,38254418.32592238,48340884.00047304,83149584.25875013,42762948.74212783,46673135.67610248,53340937.375391856,46019033.827766284,79084059.11549397,90962253.0093534,173267481.5610856,87989014.98979369,72252449.23439014,60635209.84952501,69971505.20744416,52019338.325362585,763238255.1056098,177428514.00455555,256994998.83049387,103099408.928429,78528900.60628498,67007119.19086322,70517565.41948895,91984887.51441115,74547389.77677709,82147344.65476823,51286451.75690017,60817664.3467126,41012198.633692265,42299490.06383672,38563883.443462245,30377417.581113264,31091414.029633157,32823231.559245262,37457719.896647304,29528648.54513331,31786022.709640678,31290568.64944171,31783191.373994973,31734542.456561826,32359201.62299025,32263610.41533763,38885947.02780214,43312827.261588365,37744156.71566593,28894079.31093527,28306233.492565393,23885612.517784446
-98.09999999999985,82.80000000000052,17119917.955908883,14210575.858271373,22761527.550607495,14160406.57654446,25762848.85283199,26556917.45303654,38217267.74972482,48239565.0641044,83060060.23471096,42620160.49954055,46595683.94355179,53190275.69919827,45940415.470342524,78831724.69707517,90738524.18859436,173668889.69414535,88138380.32165875,72190201.08826186,60598295.82851962,69999386.87116116,51983607.25330463,762267975.9611475,177266179.2553062,257108617.91099572,103061928.75889087,78451232.46571065,66991491.60525737,70462789.9555386,91934578.7031426,74564702.53257963,82077306.32440454,51611400.94837423,60769599.69556803,41066811.03007225,42222956.04896341,27241007.116192248,30331803.2915981,31044733.610388987,32780389.29634895,37364160.20444004,29429601.67363394,31738282.191898588,31220728.05487027,31766728.31911279,31671247.87868494,33900941.9627897,32141697.187285747,38594289.5684398,43198628.118530996,37590339.84137183,28846004.238270093,28244446.309825614,23849389.52141057
-98.09999999999985,73.59999999999974,17127162.735592447,14205283.813153682,22770679.328792524,14139676.751787763,25721221.042982895,26551791.7265312,38184215.2059431,48151999.781545386,82961646.64115381,42488335.08557711,46526036.97406796,53054920.84237234,45869287.74402042,78642027.38640504,90533223.95353717,174314579.41303664,88383506.77500193,72245258.71146347,60610574.03561062,70043066.79967922,51974599.52233793,761245823.296878,177102023.9873059,257222990.01448074,103025129.39004718,78400042.69948326,66981927.807189345,70426618.38842377,94202828.1275071,75221718.74902776,81992696.25219819,52712043.40381106,60771177.869338706,41158234.822810575,42157143.578548394,27224085.829686105,30331694.068035007,31026533.201946624,32754603.27854131,37291016.88692015,29355790.1267706,31699438.466503724,31158950.378955446,31757239.096132025,31626748.823832795,32182681.285124775,32031970.27092759,38425736.50701524,43118350.84895424,37477515.36103726,28800817.93494501,28194925.429721966,23817206.592294253
-98.09999999999985,64.40000000000026,17141445.75490773,14205842.263289064,22784236.056853347,14122941.423019396,25710333.540558115,27600239.767567553,38154130.858449146,48078162.228435345,82863881.5200125,42373964.93465682,46473897.45125933,52940486.05891892,45808061.0531304,78522293.75895536,90380148.1975767,175378573.7620896,88799101.79701985,72937973.31888126,60691276.53455677,70115981.2862825,51990154.337437935,760206188.4655839,176936691.95832923,257341563.55108124,102998446.60600527,78380220.2717392,66989752.35612751,70419712.2983435,91820179.91397403,87092819.47824375,81842929.26452342,51235516.40812348,60688890.68876081,41027266.59300512,42107074.86004138,27250847.133777123,30333917.20417556,31052502.5504856,32747528.237265922,37233218.4272713,29300404.055246215,31672711.717609953,31108125.675051183,31771233.68442262,31615320.00169155,32111760.88214946,31951937.59862896,38279626.66626707,43063004.883614875,37447182.77740623,28766646.787801873,28160732.673656218,23794074.215931296
-98.09999999999985,55.19999999999948,17159957.027006656,14209056.98907058,22807710.340716857,14110093.628365075,25815001.639542993,212671884.7589962,38111995.42205557,48018945.26469502,82780700.11572677,42281817.70181168,46444568.86366442,52849877.850393556,45759866.66747204,193178957.32667503,90562077.97523734,177196615.1378969,89531013.91908063,73067350.58281727,60888940.96547169,70240477.88333702,52031761.54151038,759145410.6608413,176775349.80071044,257481825.56316188,102995104.68089463,78400974.10280824,67053613.32119738,70436665.44505858,91729464.71766812,74437912.88682644,81813473.00262716,51158857.92759732,60635647.00653303,42157924.68882187,42087270.62386548,27237211.22658033,30320110.90089453,31159236.9698323,32765819.14503143,37191127.054538645,29259521.300567623,31660449.709007826,31071997.68737027,32039316.28512445,31590242.567467414,32065817.859082546,31989750.40547823,38155242.89368825,43014247.53593883,37351103.644547686,28755602.021874074,28142556.30631461,23783964.59337152
-98.09999999999985,46.0,17180927.449380327,14218402.244408438,22895980.136465486,14101710.915975697,25623215.253251765,26480960.233378775,38103554.12005382,47975146.35417812,82716415.72809182,42209965.43271448,46430247.15454892,52787863.700069875,45730276.38140334,78395924.15257601,90303965.09442799,180560422.94636586,90952084.87825012,73344756.0989706,61333982.69968814,70471867.74869522,52124491.55147257,758117776.9260046,176629224.3518823,257656546.67612997,103048364.89619158,78503610.42903914,67082735.45911294,70454742.79281022,91697004.63525435,74448777.33269615,81781904.32869393,51079857.497274585,60624001.3318704,40933699.58419644,42081309.56227527,27266446.576295096,30296570.252274815,31036730.16757051,32778837.296900947,37189151.06971408,29231393.866442088,31666696.100528806,31057443.877861932,31760291.648520365,31579826.10636508,32043077.358446103,31813104.637121327,38060990.84901206,42998415.67236957,37237116.705944166,28798972.092137974,28141477.146400858,23798654.874463145
-98.09999999999985,36.80000000000052,17203137.156019542,14233383.528177477,23018862.99082462,14099243.141909057,25564875.024274934,26422720.66907281,38118022.540275864,47937674.09475128,82672559.91643155,42158760.34659344,46417053.23329715,52769960.55576078,45724250.81423695,78466874.65959266,90128511.63335426,187779966.38488397,96654968.59121938,75431387.44947404,62352081.597681075,71034564.95253973,52339523.399352804,757213627.839112,176529648.0794448,257901334.82363322,103237511.32808281,83274078.23735237,67204086.14585708,70619587.45785938,91751147.08318247,74577221.21410495,81705423.53182843,51081664.20563849,60616531.21245863,40897325.8517409,44906493.071640834,27409259.708549928,30289652.1601396,31086777.050095376,32790881.96225941,37276698.2567475,29231066.772348665,31703324.901243914,31114883.15784951,31782706.18400211,31617373.40986932,32110008.663279112,31787979.458506133,38003322.841208495,43013053.23662791,37933424.09752774,31039018.508267432,28254435.74819634,27679237.3425527
-98.09999999999985,27.59999999999974,17225670.227848507,14243824.130472714,22865904.831175618,14108309.128831444,25539515.337642442,26382872.11235509,38024710.843821526,47918884.35576633,82665565.21363537,42154242.52841464,46422051.039209075,52846710.098334774,45767231.40410033,78955936.66423403,90462498.59379266,215644602.2960869,101216433.94352822,78912362.56969945,64815371.78078019,72014297.49023332,53300623.736015916,756787711.1440421,178015364.8791446,258358171.1672428,103635679.43516956,79264437.60478364,67491164.86600849,70727762.15235856,92053778.5522072,75073199.4743001,84760071.81123273,51153375.890146755,60624595.64927526,40908990.49120954,42035286.98891885,27384017.29327682,30369188.23331171,31745222.078759506,32860389.46994549,37102659.45307123,30312471.296476968,31798243.79653749,31225804.299436405,31878084.678214394,31785189.143447913,32240871.491100717,31787094.88513203,37993049.22035513,43045094.58729499,37146981.62857582,28859548.683457486,28212559.35308422,23835161.666885603
-98.09999999999985,18.40000000000026,17247804.222535502,14255723.064647377,22881711.65515613,14181033.102227842,25702644.993407335,26453040.775066655,37981265.310715854,47859467.817248814,83178300.21536145,54873188.14818401,46572603.69387757,53300959.385908276,46179570.376373485,85953676.13084808,93651582.92246787,353050443.76799035,343952901.3201063,104281187.9282547,68882110.38315089,74241973.29147804,55804018.935288936,890881655.3448129,176577186.55548972,260658810.32330468,109088148.7946951,80091354.08826743,67918681.88343804,70968951.95895207,93351499.76656632,75445529.56960034,82995643.73031595,51779495.022089206,60497477.54158808,40957524.61195842,41939711.01511525,27334816.947372947,30557779.539333627,31801432.431061994,32879346.89341636,37047209.786926664,29335926.043027554,31928866.811716184,31129735.436859623,31914298.924278434,31957254.30641242,32297469.13451853,31778267.75813797,37978855.78419927,54657290.875246905,37074532.175038055,28690551.632358324,28206684.42347856,23839973.310665607
