Latitude,Longitude,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
-54.5,82.80000000000052,17484532.030879583,14599641.531901047,23490301.592945013,14809658.535003006,26544826.20403183,27407460.039809465,39298396.33721392,50027705.38024936,84888589.51451974,43980820.57850215,51837855.225565955,55827413.10227638,48157100.673648275,132155799.8730161,103110823.24285913,191831615.6977706,91214147.95038569,74721793.78666851,65019522.48738114,71713594.77302288,59383112.21526747,778770343.437046,180855800.09036744,260845231.4741841,105442372.516187,79903895.13684542,68390590.83965223,72160353.56855083,94496455.05650996,78059770.57581162,84648741.50558552,52551054.995996565,62648656.41827698,42096178.912895575,43476723.291982494,28466318.133172195,32418641.96877919,61393469.011524126,33992427.93650533,38440231.41086509,30292176.997744776,32676679.784223206,32410042.82553067,36095899.56787679,37004793.21291522,33143858.433020882,33868340.78822868,42541984.455439955,44579180.96463985,38740833.80995064,29963538.030719746,29095999.221393432,24555607.44788297
-54.5,73.59999999999974,17447907.556024235,14525090.466362404,23365901.300391153,14524946.710884586,26405269.31412115,27083412.80199793,39138937.21245464,49348582.763992645,84527021.3548894,43608607.41830341,48209279.756631315,54530927.555685066,47328896.43382675,81098809.04642715,93415397.54183716,176571810.0297805,91857000.03941667,73842068.64123511,62090682.96487621,71563705.8727439,53178112.88589309,775823410.8844154,180247623.99768505,261159745.8155302,105010038.33230156,79677690.02543734,68155439.9123485,71941230.90210955,94064899.94546533,76135945.05518319,84179814.86438884,52356409.93696091,62116359.73830847,41952939.69177884,43269064.85772055,27935383.601158902,30994705.430974834,31894651.21290615,33544200.637364738,38255104.17625738,30100297.663093064,32475614.404398516,32289762.05377375,32618716.49679208,32374913.8509308,32893770.827891197,33142375.711534414,39965041.44638258,44309798.89944461,38369577.95346965,29682252.160240654,28881597.967448022,24386347.881647732
-54.5,64.40000000000026,17474481.712402266,14515018.046667198,23318226.369271975,14426069.711187145,26235363.46140859,26938785.643331483,38947731.03609073,49115890.56950904,84256302.29273199,43227479.10255333,47488214.16652274,54147745.67600159,46960311.5234121,80454392.9762524,95480860.57328252,176008579.8924129,90465787.74689026,73334010.17362466,61693386.90952027,71529457.96564363,53003277.28157532,773038235.338608,179743381.55796528,260634811.46861124,104687194.54694659,79501661.46898286,68007898.08603798,71789011.0168132,93721874.0002268,75902124.45797558,83767036.34171838,52186682.28640729,61892402.871240884,41875167.36044734,43060147.32568498,27833135.40897767,30940483.06547234,31763704.91476372,33423224.073463466,38082182.622823544,29963092.5422235,32353713.680451065,31807825.447430152,32526085.117734596,32209522.588240743,32726174.979237664,32781180.722283725,39529697.51840544,44202554.691318676,38126712.39914262,29515591.53092192,28745899.821358386,24312435.542744193
-54.5,55.19999999999948,17521064.930174034,14531514.0452456,23277611.465143822,14378685.373756113,26123464.777503446,26842096.619616058,38830686.13211508,48935560.76294636,83960151.29169184,42998871.94495432,47219023.79802382,53893843.413475804,46780355.47206721,79962823.36844666,92061620.34344171,175636577.29713053,89826220.06745028,73005200.35739441,61459992.035218336,71548106.05838798,52887216.38790244,770428959.4436723,179278889.41557813,260692905.60527158,104453313.66323246,79347299.87581398,67907470.33570658,71667457.61256972,93407999.96030231,75716602.40298176,83408124.44885048,52038511.43574772,61714352.333398566,41759639.10757197,42888368.41080921,27757463.273032285,30924335.180387206,31696157.13428531,33362743.90670452,37924964.16448761,29834952.81270549,32276760.98414291,31663170.629926123,32485717.470999524,32114584.679181576,32608187.08990708,32553407.170891803,39199485.55315768,43995082.392235376,37954463.625461444,29386727.0246725,28651211.14459195,24200848.173445076
-54.5,46.0,17572968.44186395,14555421.604468469,23287544.92679571,14347846.24900163,26048994.87256147,26774402.570116382,38798960.11611858,48814685.138860725,83755450.45299518,42835298.67914842,47072754.13674705,53737134.66031497,46677989.34450578,79655073.91463862,91519218.19279699,175380182.75536147,89582449.26027869,72777469.09376127,61339083.37841977,71588479.33021452,52818706.97008429,768005836.3473439,178853118.64688826,260844583.93427098,104300696.64267299,79232759.3466967,67838496.58913311,71574121.10431032,93225902.92503154,75599527.56905897,83159780.55851401,51921559.17305116,61564320.93620936,41656318.45946043,42751643.11704279,27712869.953612488,30890334.595622107,31652389.90469298,33335181.1138226,37796920.4432871,29759793.774967495,32234609.026024755,31564385.151863724,32482123.728498273,32060365.6868986,32523764.522590794,32399100.81795893,38858842.403268814,43841882.23873952,37826092.20482234,29290894.14870218,28588626.475932103,24126572.175831214
-54.5,36.80000000000052,17623800.893585775,14590469.395865103,23317158.632958055,14326497.13469932,26077557.225852657,26748022.56548767,38927275.42877481,48789362.323315986,83601763.8991689,42699509.27101273,47047031.71688692,53632426.84286713,54342446.88041093,80278116.95865077,91126530.78045213,175190808.53557983,89466963.042497,72606215.19550404,61278647.01575581,71634308.90427613,52784155.81979645,765784614.0942225,178472913.98809758,261116473.37458658,104353744.7998144,79175638.3737899,67789907.09468125,71528981.25870487,93270582.72911237,75628206.04837617,83019668.5601387,51840184.31732025,61436745.19169633,41577088.781435505,42652973.651608564,27761550.689104572,30816766.381382875,31654047.63128751,33348248.424723126,37689504.766391985,29734430.248753123,32255336.317049727,31487428.69054495,32495804.357333012,32046577.858702682,32470367.32484809,32338240.31837259,38654554.50027585,43716842.57659376,37767741.98575983,29239422.721732758,28558638.547480773,24086110.944674622
-54.5,27.59999999999974,17674916.539908852,14734392.840217303,23368614.15007262,14311201.325398874,26191480.935515482,26911612.85280461,38804786.85241447,48841189.72041337,83501902.50722507,42594722.20455391,47036175.78972268,55249036.32904279,49106498.57830371,79402292.63616326,90822367.34301692,174953724.66947705,89433967.7827005,72475589.01313375,61302451.98564281,71676407.1242903,52834259.23793666,763680281.3727224,197122615.07302076,261495737.2159483,104236054.8525021,79139376.02359584,67774092.00819443,71969795.49619204,93488045.87436163,75578935.11284815,82777640.29922624,51779761.486462764,61331461.30718501,41537521.473852634,42606999.929337,27735127.504470836,30728664.51439451,31674373.397197295,37040413.88080811,37605648.64462051,30423593.284837246,37444407.760276884,31425646.755747125,32522131.586973906,32079688.29583851,32548970.74800784,33173420.862319883,38652332.119103454,43612596.0160982,37696414.06329208,29223404.655048437,28628195.208136186,24060107.330543466
-54.5,18.40000000000026,17727430.360569507,14638711.776816204,23402735.637100883,14300220.881942958,25877850.481893647,26660808.31468891,38652908.92943939,48632673.86914416,83318458.16495503,42520706.67013112,46932607.19692403,53425929.2470237,46436361.85474549,79038460.0050355,90611248.03251661,174674949.05188456,89256314.80885598,72384276.51251732,61399854.04313696,71709627.94955558,52718584.23817296,761784996.8412538,177815516.0748299,261699477.8952873,103936748.37946841,79102377.53085093,67759866.43749729,71619134.3921169,92869155.3567923,75677810.06890222,82577163.80473673,51735053.360402465,61242029.39495475,41485689.69173885,42450396.85529443,27642346.153717928,30656073.66783578,31551316.009417288,33411001.787072595,37557245.66503435,29715875.40079554,32272911.876532163,31382718.219245255,32552527.681616668,32085708.069230024,32416926.469972283,32108290.249672953,38381092.29532332,43522109.22348965,37591603.86253942,29165277.920417435,28596843.449834503,24052061.11085993
-54.5,9.199999999999477,17778575.72501344,14631258.651459156,23431844.139779843,14293126.713078417,25774193.542078994,26615025.813497745,39731597.53181936,48718975.171504095,83230642.3397147,42466362.65467244,46909978.818584725,53394621.93863026,46418200.399764806,78959855.54039705,90421260.2706663,173920535.54229447,89069319.5398655,72390921.89122942,61220926.19721284,71819633.98764257,52679770.55043917,760039602.395,177506879.48211995,263649428.6234348,103852276.60351737,79219417.22379376,67774294.87292509,76800937.72498596,490809402.72314644,75652426.60441785,82625444.74820632,51683595.799825184,61168394.50510197,41423640.69228013,42359750.46266144,27597927.981513064,30660832.093371756,31540653.920000877,34076998.225279085,37535332.463687554,29741695.948167663,32194283.118699145,31385455.864748072,32566086.45315139,32647721.63299788,32392369.78319685,31975766.58425272,38259082.29331527,43443674.64513613,37596778.278739795,29116264.61220505,28667864.74384025,24065141.21848793
-54.5,0.0,17825383.68711722,14605233.542640947,23654161.41580395,14290549.492253082,25720037.97962989,26595601.26835444,38787617.771551445,48489809.08174995,83179815.70658793,42427465.626920454,46986231.26609785,53505308.28155561,46336622.13282461,79287342.4719176,90207057.92041118,173204724.38131997,88859513.54366006,73424412.48835574,65086501.03968371,71418604.18787432,52737945.96150225,758860919.2424866,177235644.67088524,262341349.40371612,103877861.68146211,79728446.04499696,68341971.79054902,71538055.86973408,92445332.1394626,75124138.85318494,82363426.14665309,51613430.55627398,61115784.85066924,41383551.5544764,42303963.82212715,27563080.07542429,30679708.366616268,31420552.409389827,33437149.244547226,37535591.62077556,30635717.854097303,32180422.337581303,31878530.922070414,32637642.48275559,32069860.060985245,32371448.12196948,31903075.370439965,38215979.06119883,43387688.11320853,37612983.73816413,29101060.41931932,28829650.06444279,24093016.60020605
-54.5,-9.199999999999477,17864517.547403045,14566376.622358555,23613618.613190323,14297206.01884431,25729993.51160198,26600150.144886006,38612187.52785499,48473596.03462334,83243421.31042928,42461727.01677972,46904962.37924661,59867459.45581514,46751233.14501107,79564210.70270163,90101904.6127867,172490083.10294452,88615883.26211189,79801450.6783946,61016335.7424861,72893237.53947318,52625366.7844165,880820589.5311495,178340700.78389183,262837705.29445425,103858013.88727573,79241957.90411076,68253017.10482422,71205494.07955013,92172168.57149065,74856785.39013447,92384690.01570706,51534672.42370888,61120923.28633156,41302079.820442416,42921183.51655712,27553198.337510966,30585111.992507868,31339441.327102944,33345932.315867223,37513025.97826352,29724850.433624938,32307760.13903886,31393320.324890118,32754442.448786978,32179416.78287781,32363606.03480859,31901205.547966603,38089175.36319351,43375827.50716433,37419324.632324845,29130673.33902075,28830098.807133313,24059908.48588474
-54.5,-18.40000000000026,17890421.10169515,14531945.935755104,23550434.786248177,14366769.82028865,26173413.906765647,26579474.823126502,38811827.125378124,48668795.590932116,83079719.9829486,42558551.77112514,46874924.97995847,55157653.52849824,46341021.136879764,78479452.76701906,90847978.07578713,172214877.16923824,88567817.32493472,72157958.3488626,60857064.622906916,71130743.04372926,52789568.13149455,755494918.1600481,177047617.81103534,263061413.1879128,103635392.85842432,104087683.74630353,69284004.98110834,70976445.18061958,92043998.96339986,74726177.49351361,81990669.14707501,51472658.41159694,61297889.45071245,41276505.86529473,42161501.123337954,27396305.583067745,30451235.876704406,31300768.82929874,33878478.07148109,37677584.784167446,29539892.557989098,34844039.2287205,31456118.35024026,32505944.802028526,96644229.50156403,32316187.418818817,33630246.686031416,39638076.69003299,43434890.62211508,37335372.27514203,29246753.553037938,30108818.57322655,24045308.89192239
-54.5,-27.59999999999974,17901740.873172518,14500756.670097118,23857862.28004951,14468208.692992302,25637147.842558827,26546408.448181883,38782147.94316871,48546358.62286322,83047975.49494518,42821817.43539686,47617895.58424253,54574711.36099595,45923363.739944346,78262271.03228076,114643483.28575681,171277703.47905022,88367145.01158056,71679225.95711629,60693730.05231236,75918491.57515113,57335185.887674235,754672779.2212484,180290741.26225492,263224896.9287674,103756290.6172132,78815797.06811726,68414092.88873696,70744750.58362237,91872803.71600229,74622432.06755584,86536166.64945042,51301504.575393885,60726585.892208844,41238601.431924306,42106547.05226623,27300763.384070847,30359671.839748297,31119775.47691458,33753542.930527985,40203526.760084346,29496241.326936156,32808031.924539816,31528961.377419155,32347564.59144666,32349949.73012899,32975434.491781134,31746137.22654191,38343683.707606256,43338780.447369084,37563709.19400558,29208620.234599676,28834542.99904212,24637046.29339624
-54.5,-36.80000000000052,17899224.994741984,14466421.047292635,24832107.222602766,14283794.379393091,25513540.073334735,26647775.48938287,38403122.76453017,48219955.41548289,83009436.34760293,42337411.278681435,46971764.219783254,53356434.2538227,45753112.00026282,78090084.09918179,89321167.8515232,170333815.5583196,87626788.79619448,71385972.89354146,60521088.57229699,70841728.94421461,52279373.621605575,752674371.2799209,177020543.47604463,263090194.58384487,103376948.47021316,78538386.30895424,67438648.65465225,71641210.75922519,91548889.41008864,74611955.99679726,81482834.41565281,51177172.75087749,60578480.17117918,41132126.722590126,42064348.53803138,27267020.944291547,30324870.965206772,30993466.741648287,33231526.177955195,73924579.11734062,29392704.5926418,32065841.065195918,31328487.392495748,32179855.0971958,31870378.026857585,32069775.308567904,31899156.32703513,37733384.80456369,43131142.97198862,37177842.432501756,28936454.107580528,28432109.706417352,23998410.52235355
-54.5,-46.0,17884089.331749056,14426701.32471399,23762966.270096466,14226664.186335213,25456701.710333657,26370513.432976678,38181702.61196634,48092013.4892826,82962726.4694218,42166244.19894432,47024425.52788036,53134836.93219178,45616620.37320013,77740128.12290415,89065004.34002005,169629244.9801619,87185980.50242029,71036555.21726707,60372789.92127568,70248259.3226251,51954323.64950981,751209092.1548294,175901953.66546097,262924273.98037887,103058914.01924019,78349381.32204217,67173829.8705358,70305354.94869195,91296384.89090425,74323891.98340562,81251813.89301291,51077934.185283676,60463992.05031746,40977189.18306678,42085645.02569798,27148835.245974712,30200545.021016713,30888138.634578694,32906559.38417552,37052044.77181223,29287516.270224452,31806201.575649817,31203953.670288574,31990135.835392598,31718404.092283066,31963700.596517336,31553928.310909998,37574341.76482431,42922810.441747434,37021081.125322625,28824076.975154575,28220416.066108078,23930516.319520693
-54.5,-55.19999999999948,17866989.22820843,14383141.480995387,23510576.667956427,14180347.99876987,25372029.345766746,26257602.24490209,38055930.42819428,48017623.18755701,82907395.58942094,42766420.50146299,47149386.04970311,53101671.45534341,45507240.31669257,77519111.48139648,88875482.60576473,169014786.1021037,86811014.21300255,70793389.92832375,60249279.599372596,69962774.29236153,51785501.24420131,750009854.1453285,175503838.41844743,262677349.7756766,102851403.43319827,78198709.05426288,67025161.33134643,70117010.96278381,91079756.3840994,74178729.67603974,81065337.81477773,50991663.59818468,60370046.970218666,40871246.85939994,41888580.74057085,27067614.337835442,30055666.184645824,30792221.41002604,32736024.29678712,36905259.3415667,29190430.945498176,31660916.16555791,30966561.015282046,31835170.849006977,31601826.70899442,31872627.411859374,31486894.262889177,37458577.94297183,42777821.730235346,36909789.94654757,28725224.79038503,28101444.905145463,23900845.97358904
-54.5,-64.40000000000026,18137552.37121601,14337728.111218283,23207513.19321959,14140129.067859882,25304675.132267244,26195953.311643485,37972037.96484026,47956735.70763087,82825729.5722151,42185326.7476132,47376115.20972284,53268036.17156998,45413349.43169176,77336635.05746125,88701809.75435567,168478475.90359393,86486772.77026767,70621957.61963429,60117723.27451945,69734465.39954907,51640975.74774065,748924053.5960289,175206929.37353864,262326401.33544707,102673360.21509185,78088476.03955124,66944357.585389145,69965264.33812985,90879765.07196254,73905214.5363983,80915347.07864983,50891555.0378256,60274028.493176445,40784433.41908419,41788420.59225982,27002772.41576967,29979839.87206192,30706351.297252055,32628834.65139726,36800885.10491583,29105350.255955838,31555391.015330203,30836355.98753224,31704950.982424337,31497669.7607529,31794610.431050736,31428415.306590524,37384265.25377388,42663905.70939651,36823092.003841594,28633128.694852244,28012611.90808044,23889892.283147354
-54.5,-73.59999999999974,17818546.60360081,14291879.60977819,23100286.116405983,14101875.262285942,25249618.0130373,26144269.855477087,38056365.74499986,47850575.29064888,82707072.25965804,41857113.83536578,47781377.580655016,53922452.65124976,45347001.19814314,77162176.7765691,88525892.14851627,168025139.88907266,86208736.43451522,70606038.2575589,60048644.370280415,69539805.22166063,51530528.521645896,747915279.8588479,174953086.71000874,261876439.83449024,102500088.63086641,77973960.78425851,66839611.230025604,69823927.02384311,90697040.74408582,74061800.35828662,80857119.09028608,50793701.00032269,60160372.51210641,40703791.573150456,41692083.6653625,26950134.667232048,29932255.356797285,30629374.454971578,32542995.778259303,36760356.51040925,29046344.40136611,31470873.664799184,30751361.547810387,31590960.40398472,31409021.66849629,31718866.99610891,31325924.749747,37305054.68783767,42568059.00869375,36749552.34091738,28547538.315333556,27940752.998192873,23917898.054532625
-54.5,-82.80000000000052,17728806.298259065,14246753.15264337,23019246.95342646,14064174.875272032,25200606.39712701,26098321.793199554,37811691.144994706,47799353.62465114,82556832.95553274,41888178.153551534,48845418.88497341,56622235.855687484,45360120.776379526,77018080.45760904,88386445.17639238,167651668.24922442,85975778.35833952,70316939.40682405,59842591.09141818,69376576.60113832,51429415.8377969,746984741.8437079,174728804.79925737,261349400.94939232,102345299.27560897,77828599.04590763,66642165.23792644,69695332.22739363,90534233.22196664,73555926.95524797,80585240.91457292,50705367.69058159,60061646.55791433,40621539.93422508,41599789.13086911,26902105.063537646,29947056.55517141,30560762.026658222,32456203.41503375,36734145.35265247,29014084.84821911,31399809.606996547,30681573.40270222,31489750.680327278,31332192.620939035,31646178.233973738,31248192.196786124,37189823.666802295,42485898.81270477,36684952.89518543,28470312.837194882,27880775.628783327,23856144.944754887
-54.5,-92.0,17849931.597529124,14203171.623314194,22953914.913985923,14027107.912903056,25155325.94244893,26065296.55369663,37699084.62329906,47776758.79976136,82388550.46520147,41739368.29278315,49244486.023654215,55021000.48500187,45402710.59132132,76894304.01791067,88284779.51262179,167239225.71492085,85774906.644133,70066644.59136946,59923721.91871356,69260678.71717943,51269498.85838419,746810779.4819909,174526872.1126042,260762917.23846707,102252756.38433477,77698408.10861237,66500115.3945103,69564814.10798687,90385914.35472839,73393462.3707762,80413126.20849653,50626392.26745602,59974449.24239143,40542305.24636426,41513833.48371013,26869280.915182628,30106299.0199475,30500089.902185377,32365623.325200263,37081659.1304825,29017075.882903013,31337263.380538855,30570661.922308546,31398802.03657898,31261919.7569013,31577944.61315796,31199119.426163867,37114155.3651899,42412667.236496076,36626491.13586505,28404823.892737772,27828856.805743873,23775386.69207017
-43.599999999999845,92.0,17432745.75317912,14557756.77435483,23531354.393666554,14810872.769292997,27055840.648760732,27840979.637809686,39889933.53163308,50476095.64022646,85921230.62142901,44924053.4466724,49068048.32010046,56347197.11843513,48330666.410583995,84172605.87999697,97087589.43515666,180636285.1111327,92370718.21873818,76113007.65429647,63531260.501509935,72395144.98829067,54131725.132445954,788147088.8769779,182840055.97290623,262113689.4589523,107090133.15931591,80684509.54051614,69307459.63901229,73128123.61647952,95791552.48028639,77501718.501908,86082015.40108353,53431187.55588044,63413596.634122185,42626862.29875867,44233901.053754635,28614122.418865662,31521793.777357254,32550252.585019488,34248013.74329579,39086529.339456424,30940022.71163016,33372151.77356415,32798631.127408717,33140269.382147707,33258539.35556533,33878606.93488973,34692221.30758618,42276676.22930122,45306239.4818108,39540307.38172252,30432376.267895453,29709912.346500132,24953937.037783373
-43.599999999999845,82.80000000000052,17472907.74950565,14569935.590814393,23545797.28552408,14669464.210002176,26750935.545981776,27480529.46291658,39555971.565041505,49989109.0810162,85364285.01121792,44179961.69114174,48354531.90801897,55466883.758084945,47943506.43960165,82576979.09857789,95300983.27826121,178650017.0611095,92047445.30506964,75009486.53121546,62820479.28192552,72143944.91537477,53736980.91366036,784449830.1875039,182051475.05510542,262308655.8976115,115517377.2240384,80364412.45772707,68827815.98577692,72767542.64896311,95174464.68649983,77048429.28294906,85476999.96414018,52965847.082667395,62954535.806280024,42428044.168682545,43851304.0186502,28306871.170019556,31359099.79257033,32331053.90248378,33967129.3800445,38805574.15622672,30548293.71300959,32921751.599599455,32440786.94601978,32963532.61762353,32797964.940734956,33371163.25702725,33942240.34139873,40960467.87901321,44822745.32145941,38919768.60788981,30114128.568150908,29294024.254984114,24709592.40332494
-43.599999999999845,73.59999999999974,17519011.8537643,14591242.695526995,23464307.97803775,14575378.799062248,26551586.976334836,27251442.351800554,39358061.97164946,49695593.87993728,85761840.50595109,43755615.71850445,48162247.90620153,75993615.63830741,47650589.690488316,81938931.73284176,94721196.89714599,178192022.78821304,106012899.11872701,137962787.8789798,62990568.54387435,72048339.66947374,53597011.2810972,782571667.8985672,181447621.70048746,272437168.08099675,111414914.45747581,80182270.65653807,68537010.08154495,72740608.32687014,94818230.54385786,80502927.1199342,86386531.75405425,59294820.16199033,62584346.42900046,42624428.32877839,43722026.832729526,28200246.5739744,31258503.67105539,32247711.081194624,33747465.66060032,39405181.76131326,31185734.14917745,32727404.588362202,32208676.261833206,36104000.47400579,32542878.23694094,33097439.719895553,33323883.74475882,40170386.33293973,44811181.909197584,41223447.01324909,30033244.082752496,29087084.58835929,25637165.845366232
-43.599999999999845,64.40000000000026,17578807.841096774,14622460.548578046,23591031.88339076,14506984.295958726,26409817.364884745,27090065.801706105,39165192.034102716,49488624.30376577,84886428.1118259,43444848.99225223,47702288.95765587,54488082.52996406,47532354.01053466,81074823.65754057,93400101.2441476,176662487.49375197,91295741.0476763,73726213.02066194,62501889.46728842,72050892.83798982,53411232.24518543,778254916.5004367,180884002.068702,261689910.9040438,105792296.62163703,80617921.16377963,68359190.7191836,73089208.70648463,94443601.47450367,76481501.50615394,84720581.1363377,52643237.54654799,62381220.35514571,42323015.794936135,44126937.47752436,28079485.377894185,31275427.258314643,32069889.22003324,33646099.085121386,38518143.80888126,30188977.81150083,32598298.76165131,32033891.48468772,32796072.8278667,32380118.129221145,32915717.740840636,32982021.305738226,39857343.12246744,47920272.58563564,38402421.2892433,30006971.10710352,29043453.018867422,24470098.141823005
-43.599999999999845,55.19999999999948,17661639.218884636,14664185.413022911,23524034.252738334,14461164.750137953,26302869.905946314,26978025.739695113,39033460.9437464,49285979.57998293,84347089.1797276,43210167.83782879,47589952.07926921,54215506.95622207,47135272.715553924,80437305.81765598,92607275.81215577,175960246.40433654,90194429.14637284,73353312.85337237,61701328.302653514,72111172.76782179,53261004.92103183,774171067.9415928,180180602.40308085,261719043.4618367,104994709.10501264,79716225.45277756,68233724.28171077,72233260.49870263,94026588.93723664,76225800.62874526,84031906.26624088,52411871.451440714,62123149.55995994,42138065.07468375,43214454.379624225,27996919.405284513,31397944.437413234,32014416.669743683,33596008.2182553,38255833.92018692,30015881.13168997,32509229.11351861,31878324.730150472,32764951.955106594,32280690.48877843,32798705.824917667,32759325.69527326,39529088.76569291,45587857.478639245,38251723.16995183,29713354.85177151,28829008.854456663,24324273.45856391
-43.599999999999845,46.0,17747891.801057056,14708693.816893663,23493955.902166337,14430858.930552796,26191084.012333855,26898493.058727566,39011265.46382224,49089974.56474577,112866840.24104391,43317977.90944102,47244765.56415251,55326171.59583636,47675210.646021016,80041787.14862897,92044621.517281,175448035.10979256,89837061.03943838,73022924.00159435,61557582.873023264,72196186.01342879,53175175.177952714,771137840.41825,179638660.0042187,261878897.3501867,104755504.3634614,79534779.2972167,68223267.18747437,72321349.37014739,93799986.69659969,76066087.17469715,83737393.2516947,52264914.46607429,61932991.66789981,42000242.00120812,43033299.40203488,27947991.023451127,31435013.611384403,31962951.250744462,33567192.59064799,38101040.51450088,29935098.533788767,32442979.49239319,31785568.98571284,32807117.415271085,32222792.20660163,32721177.113342572,32588333.39257962,39174362.905528896,44260396.41031343,38078277.72844662,29511881.64761532,28758098.825679354,24247188.069639202
-43.599999999999845,36.80000000000052,17794417.335225817,14737426.74295337,23537448.702144675,14410851.109734809,26182914.121438216,26844318.46433378,40640614.47463338,49091207.43996393,83880869.80340512,42884791.17786469,47130630.05321206,53887840.181134745,46873082.55818645,79746175.00934055,91554144.99011454,174811803.4304504,93138919.20187332,72739728.02996145,61473054.6534379,72282375.21893157,53112547.26984656,768435238.7508435,179143434.26371503,262162406.5045213,104648083.71434826,79430531.72874689,68069527.89207456,71970585.21748553,93689079.23085707,76074919.34665394,83863863.61001201,52180732.08393502,61777674.3035755,41887134.820151605,42906569.59749178,27898601.000306915,31227219.262803327,31922988.044297308,33567337.07540426,37952759.983701386,29898180.24376936,32424449.127413873,31698967.262257352,32847856.62870192,32186648.564062066,32648984.841474306,32522648.280824475,38899865.24075198,44073466.31966368,37936596.21861575,29415750.85434865,28702237.601615105,24198879.875980362
-43.599999999999845,27.59999999999974,17847771.98432678,14758267.128170725,23945882.97784871,14396483.276247948,26180414.013307426,27066953.852711033,39048298.13930701,48945038.55148217,83704060.9491263,42752237.988949716,47190213.683317244,53728831.45283929,46834643.620827936,79501947.23692054,91207541.85842076,174303080.64077902,89562323.19560988,72550755.21290722,62768462.23559438,72391888.72919774,53089147.45040993,829929264.8589561,178720580.11874285,262607076.784735,104467569.9225507,79504912.48058827,68057630.97190432,72000960.47389778,93708783.54887426,75895634.31443164,83331490.39145473,52135357.450508446,61679157.87180958,41821237.15888473,42858728.69413922,27890979.58288862,31024654.606774423,31900333.305772137,33590952.91108342,37837184.49439581,29902720.887510546,32455627.33835186,31622832.83675762,32897330.924680594,32178412.21364269,32663311.433711115,32352532.511578985,38679164.22054149,43946347.18431405,37861222.0608858,29380171.837837882,28674961.715373624,24174241.86526134
-43.599999999999845,18.40000000000026,17919426.666691247,14871778.338155558,23801135.31326581,14385711.103756715,25966264.482166123,26817638.807862736,38869745.18942093,48924923.224279426,83580237.6096333,42683582.566544734,47194108.965212375,53661194.57019722,46626537.44790266,79333673.00497314,91358107.6014945,174047125.02553087,89797684.17786972,72424761.06786509,61643229.935891785,72691338.50926365,73449895.14920625,763796270.3620765,178427585.8777334,262956212.32453033,104266997.78166313,79342698.54449247,68164999.92079315,71953775.46224497,93345918.44951186,75958652.89474428,83087265.65000066,52474681.4913339,62173353.55383035,41810558.690814234,42676084.567967445,27882132.405510727,30906697.356755324,31851607.963129003,33791517.73341123,37786695.40859832,30116252.17426951,32453081.15970893,31564181.171193283,33002875.947001744,32246692.837059416,32640235.768094335,32212105.550671294,38527274.62539593,43870600.777566485,37757127.91579901,29414584.058522884,28684569.225762185,24184231.001565475
-43.599999999999845,9.199999999999477,17988729.005946714,14882768.295979712,23758722.4830602,14381016.817665998,25977027.808245767,26823009.302198105,38917926.2905631,48832703.6034191,83514200.2324978,42955087.04935111,48006711.38539752,53759386.578524664,46500290.71701891,79370361.0267863,91522625.4797773,173551998.28206354,89383056.49144027,72406515.80643001,66424220.63619436,72547920.5920008,53121966.3662139,761749839.100727,178114574.97330225,263667463.45123035,104356504.71938206,79514935.06879444,68122846.8145675,72477148.93334055,93397430.77876984,76490156.21287078,83101287.82963628,52284928.269201085,61531982.269013785,41944948.90299485,42590996.10810221,28130587.440692883,30959394.909581922,32039119.631723776,33929389.920962736,37782129.67841233,30127361.50290709,32467330.712729473,31549920.020664558,33065173.124111526,33302901.22512321,33033776.02617731,32124921.76011409,38734742.35224188,43798347.47924772,37780629.42284988,29326140.041198585,28793916.02700388,24348603.93231186
-43.599999999999845,0.0,18052820.174168803,23665478.852701433,23846041.09439314,14383762.342095345,25841507.633101273,26834763.23722664,39042230.96299229,49085430.674858995,83489920.55110675,42646749.44483963,49005484.749566935,53784575.644361205,46461973.001715116,79885189.47218569,90542248.20678654,172862803.07564506,1101485664.118796,72714602.46675886,61652423.259720966,72068714.3236981,55860797.18429808,759776478.8411003,177694173.92389166,263831887.5756053,104218647.58282611,79513383.88762836,68168084.12277944,72089284.89217883,92997934.56168896,75936229.5544227,82801065.24552576,52190086.017588146,61704380.90274766,41726508.03261847,42541286.7439819,27749881.414256822,30815834.177625198,31665175.219583802,33712819.086222105,37798364.73062553,30251615.77080705,32574648.447268397,31538995.94357224,33024963.84501102,32350145.73313653,33413302.044078387,32110437.204672825,40823175.17641483,43783543.08757989,37717372.51739124,29320108.90781082,29109920.650821015,24395255.736085054
