time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1968-02-25T22:50:01.250Z,34.3168333,-116.893,6,2.33,ml,6,258,0.9695,0.51,ci,ci3329244,2016-01-28T20:03:21.480Z,"8km NW of Big Bear City, CA",earthquake,3.52,31.61,,1,reviewed,ci,ci
1968-02-13T21:33:39.000Z,33.9241667,-118.2451667,11.6,2.16,ml,8,149,0.232,0.43,ci,ci3329305,2016-01-28T20:03:20.460Z,"1km NE of Willowbrook, CA",earthquake,1.56,2.61,0.049,3,reviewed,ci,ci
1968-02-12T11:05:27.140Z,35.1451667,-118.6448333,6,2.8,ml,9,186,0.535,0.51,ci,ci3329304,2016-01-28T20:03:19.930Z,"18km W of Tehachapi, CA",earthquake,1.66,31.61,0.057,7,reviewed,ci,ci
1968-02-10T23:54:31.850Z,33.924,-118.2656667,6,2.42,mh,8,162,0.2372,0.3,ci,ci3329301,2016-01-28T19:37:39.060Z,"1km NW of Willowbrook, CA",earthquake,0.82,31.61,0.25,15,reviewed,ci,ci
1968-02-05T05:18:00.730Z,34.2353333,-119.1275,6,2.6,ml,11,135,0.5275,0.47,ci,ci3329291,2016-01-28T20:03:18.910Z,"7km NE of Oxnard, CA",earthquake,1.2,31.61,0.212,5,reviewed,ci,ci
1968-02-03T11:59:14.050Z,35.0781667,-118.7461667,6.03,3.45,ml,14,111,0.2419,0.61,ci,ci3329289,2016-01-28T19:33:24.630Z,"16km SSE of Arvin, CA",earthquake,1.24,3.35,0.119,9,reviewed,ci,ci
1968-01-30T11:50:13.990Z,33.8885,-118.4645,2.46,3.07,ml,13,113,0.3558,0.47,ci,ci3329283,2016-01-28T19:50:29.820Z,"5km W of Manhattan Beach, CA",earthquake,0.89,2.58,0.17,9,reviewed,ci,ci
1968-01-25T12:10:03.010Z,35.3625,-117.9036667,6,2.85,ml,11,69,0.5165,0.5,ci,ci3329277,2016-01-28T19:59:06.220Z,"24km W of Johannesburg, CA",earthquake,1.04,31.61,0.094,10,reviewed,ci,ci
1968-01-23T21:22:29.560Z,34.1418333,-119.2331667,6,2.74,ml,6,265,0.498,0.45,ci,ci3329275,2016-01-28T19:59:05.120Z,"4km W of Port Hueneme, CA",earthquake,2.94,31.61,0.113,6,reviewed,ci,ci
1968-01-23T15:10:37.340Z,33.6763333,-117.9706667,6,2.2,ml,4,126,0.4996,0.33,ci,ci3329274,2016-01-28T19:33:23.590Z,"3km SE of Huntington Beach, CA",earthquake,1.15,31.61,0.073,4,reviewed,ci,ci
1968-01-21T00:28:29.940Z,33.7018333,-117.9361667,6,3.03,ml,10,106,0.4864,0.64,ci,ci3329338,2016-01-28T19:59:04.560Z,"2km ESE of Fountain Valley, CA",earthquake,1.29,31.61,0.11,4,reviewed,ci,ci
1968-01-19T12:08:55.130Z,33.965,-118.286,2.51,2.97,ml,12,100,0.2063,0.56,ci,ci3329334,2016-01-28T19:46:07.240Z,"4km W of Florence-Graham, CA",earthquake,1,2,0.037,9,reviewed,ci,ci
1968-01-19T06:22:53.900Z,34.1761667,-117.3256667,0,2.49,ml,7,134,0.1868,0.58,ci,ci3329333,2016-01-28T19:46:06.750Z,"3km NE of Muscoy, CA",earthquake,1.36,3.16,0.075,4,reviewed,ci,ci
1968-01-18T21:22:32.220Z,33.9081667,-118.4503333,6,3.11,ml,12,111,0.3335,0.71,ci,ci3329332,2016-01-28T19:54:50.240Z,"3km WSW of El Segundo, CA",earthquake,1.22,31.61,0.164,8,reviewed,ci,ci
1968-01-15T12:53:55.190Z,35.3795,-117.9363333,6,2.28,mh,5,92,0.5155,0.37,ci,ci3329328,2016-01-28T19:46:06.220Z,"27km W of Johannesburg, CA",earthquake,0.91,31.61,0.189,12,reviewed,ci,ci
1968-01-14T04:34:10.440Z,35.3675,-117.9165,6,2.84,ml,9,68,0.5173,0.63,ci,ci3329325,2016-01-28T19:33:22.530Z,"26km W of Johannesburg, CA",earthquake,1.28,31.61,0.103,11,reviewed,ci,ci
1968-01-14T04:32:52.840Z,35.3753333,-117.9175,6,2.92,ml,10,64,0.511,0.49,ci,ci3329324,2016-01-28T19:46:05.100Z,"26km W of Johannesburg, CA",earthquake,0.84,31.61,0.114,11,reviewed,ci,ci
1968-01-11T23:17:00.140Z,33.4175,-116.8093333,18,3.26,ml,5,210,0.07778,0.53,ci,ci3329323,2016-01-28T19:54:49.740Z,"6km ESE of Aguanga, CA",earthquake,2.97,31.61,0.019,5,reviewed,ci,ci
1968-01-09T23:06:12.480Z,34.8638333,-118.7348333,0.38,2.21,mh,9,107,0.1362,0.54,ci,ci3329322,2016-01-28T19:59:02.950Z,"12km ENE of Lebec, CA",earthquake,2.27,6.13,0.213,15,reviewed,ci,ci
1968-01-06T00:25:59.350Z,35.0898333,-119.0591667,5,3.01,ml,11,142,0.2539,0.47,ci,ci3329320,2016-01-28T19:41:48.730Z,"20km NW of Grapevine, CA",earthquake,1.05,31.61,0.106,11,reviewed,ci,ci
1968-01-04T06:19:25.150Z,35.1183333,-119.0991667,6,2.37,ml,8,147,0.2955,0.47,ci,ci3329315,2016-01-28T19:50:28.820Z,"23km SW of Lamont, CA",earthquake,1.35,31.61,0.115,6,reviewed,ci,ci
1968-01-04T06:12:38.270Z,35.111,-119.0858333,6,2.59,ml,9,146,0.2834,0.45,ci,ci3329314,2016-01-28T19:54:49.210Z,"23km SW of Lamont, CA",earthquake,1.03,31.61,0.136,6,reviewed,ci,ci
1967-12-31T10:00:22.730Z,34.2136667,-117.1056667,9.09,2.15,ml,7,154,0.3136,0.41,ci,ci3329417,2016-01-28T19:37:36.060Z,"1km NNE of Running Springs, CA",earthquake,0.85,2.35,0.115,4,reviewed,ci,ci
1967-12-28T15:19:27.990Z,34.166,-117.3915,10.76,2.55,ml,10,129,0.1726,0.5,ci,ci3329414,2016-01-28T19:46:03.070Z,"4km WNW of Muscoy, CA",earthquake,1.14,2.19,0.118,4,reviewed,ci,ci
1967-12-28T13:16:11.690Z,34.4943333,-119.1606667,6,3.48,ml,7,152,0.4332,0.45,ci,ci3329413,2016-01-28T19:33:21.510Z,"9km NE of Ojai, CA",earthquake,1.19,31.61,0.076,3,reviewed,ci,ci
1967-12-28T13:01:50.130Z,34.5056667,-119.1753333,6,3.4,ml,6,156,0.4297,0.39,ci,ci3329412,2016-01-28T19:54:48.220Z,"9km NE of Ojai, CA",earthquake,1.4,31.61,0.149,3,reviewed,ci,ci
1967-12-28T13:00:40.000Z,34.4956667,-119.1703333,6,2.54,ml,9,152,0.4361,0.52,ci,ci3329411,2016-01-28T19:58:58.910Z,"8km NE of Ojai, CA",earthquake,1.18,31.61,0.075,5,reviewed,ci,ci
1967-12-25T23:19:24.570Z,34.9503333,-119.0748333,6,2.95,ml,9,133,0.7325,0.62,ci,ci3329410,2016-01-28T19:41:47.700Z,"13km W of Grapevine, CA",earthquake,1.07,31.61,0.108,11,reviewed,ci,ci
1967-12-24T05:12:12.810Z,33.8563333,-118.4968333,1.33,2.51,ml,11,117,0.3976,0.39,ci,ci3329409,2016-01-28T19:58:58.310Z,"8km WSW of Manhattan Beach, CA",earthquake,0.81,2.52,0.21,6,reviewed,ci,ci
1967-12-24T04:13:41.590Z,33.9085,-118.2851667,1.36,2.89,ml,11,101,0.2574,0.43,ci,ci3329408,2016-01-28T19:58:57.780Z,"3km WSW of Willowbrook, CA",earthquake,1.06,1.68,0.119,7,reviewed,ci,ci
1967-12-23T00:34:14.670Z,33.2005,-117.151,5.1,2.76,ml,8,118,0.2858,0.38,ci,ci3329406,2016-01-28T19:37:35.560Z,"6km NNE of San Marcos, CA",earthquake,0.83,2.9,0.101,5,reviewed,ci,ci
1967-12-18T03:22:13.600Z,33.572,-116.8461667,6.9,2.9,ml,11,114,0.2182,0.32,ci,ci3329399,2016-01-28T19:58:57.180Z,"14km N of Aguanga, CA",earthquake,0.84,1.97,0.038,6,reviewed,ci,ci
1967-12-18T01:01:30.000Z,34.9008333,-116.8463333,6,2.77,ml,8,135,0.4014,0.51,ci,ci3329398,2016-01-28T19:50:27.280Z,"16km E of Barstow, CA",earthquake,1.71,31.61,0.148,5,reviewed,ci,ci
1967-12-17T01:47:11.070Z,34.2566667,-117.216,6,2.39,ml,9,144,0.2939,0.53,ci,ci3329397,2016-01-28T19:33:21.010Z,"3km WNW of Lake Arrowhead, CA",earthquake,1.25,31.61,0.03,5,reviewed,ci,ci
1967-12-12T21:38:55.260Z,34.0325,-117.2168333,12.5,2.53,ml,6,142,0.1374,0.29,ci,ci3329393,2016-01-28T19:50:26.810Z,"4km SW of Redlands, CA",earthquake,1.06,0.9,0.103,4,reviewed,ci,ci
1967-12-11T08:21:21.210Z,35.0373333,-119.0043333,3.31,2.63,ml,8,133,0.1862,0.51,ci,ci3329392,2016-01-28T19:50:26.300Z,"12km NNW of Grapevine, CA",earthquake,1.12,2.59,0.206,5,reviewed,ci,ci
1967-12-01T09:09:28.110Z,33.0776667,-117.9438333,6,3.27,ml,8,151,0.516,0.45,ci,ci3329439,2016-01-28T19:33:20.450Z,"46km SE of Avalon, CA",earthquake,1.02,31.61,0.123,5,reviewed,ci,ci
1967-11-22T21:29:04.160Z,35.2028333,-118.2258333,6,2.62,ml,9,138,0.5017,0.47,ci,ci3329437,2016-01-28T19:37:34.090Z,"17km NNW of Mojave, CA",earthquake,1.02,31.61,0.064,7,reviewed,ci,ci
1967-11-20T10:25:49.450Z,33.9458333,-118.4641667,2.43,3.12,ml,15,111,0.3163,0.39,ci,ci3329433,2016-01-28T19:50:25.720Z,"4km SSW of Marina del Rey, CA",earthquake,0.82,2.23,0.116,8,reviewed,ci,ci
1967-11-17T21:25:10.680Z,34.1588333,-117.3531667,5.15,2.79,ml,13,86,0.1659,0.54,ci,ci3329430,2016-01-28T19:33:19.420Z,"1km WNW of Muscoy, CA",earthquake,1.03,3.12,0.214,2,reviewed,ci,ci
1967-11-02T14:58:22.520Z,35.3411667,-118.558,6,2.8,ml,10,115,0.3281,0.38,ci,ci3329475,2016-01-28T19:41:47.170Z,"25km NNW of Tehachapi, CA",earthquake,1.05,31.61,0.124,11,reviewed,ci,ci
1967-11-02T14:46:18.460Z,35.3511667,-118.5653333,6,3.03,ml,13,100,0.3197,0.73,ci,ci3329474,2016-01-28T20:03:13.390Z,"26km NNW of Tehachapi, CA",earthquake,1.52,31.61,0.23,11,reviewed,ci,ci
1967-10-26T12:14:26.920Z,33.4935,-116.5888333,5.18,2.37,ml,5,126,0.2682,0.5,ci,ci3329470,2016-01-28T20:03:12.890Z,"10km SE of Anza, CA",earthquake,1.21,4.1,0.07,5,reviewed,ci,ci
1967-10-26T12:11:57.210Z,33.4976667,-116.611,15.16,2.73,ml,5,126,0.2548,0.52,ci,ci3329469,2016-01-28T19:33:18.380Z,"9km SE of Anza, CA",earthquake,1.41,3.1,0.147,5,reviewed,ci,ci
1967-10-26T11:39:41.490Z,33.4848333,-116.6073333,24.98,2.85,ml,4,125,0.2505,0.19,ci,ci3329468,2016-01-28T19:33:17.890Z,"10km SE of Anza, CA",earthquake,0.62,3.84,0.064,5,reviewed,ci,ci
1967-10-26T11:35:25.210Z,33.4765,-116.581,18.4,3.27,ml,9,81,0.2655,0.5,ci,ci3329467,2016-01-28T19:54:45.760Z,"12km SE of Anza, CA",earthquake,1.16,3.05,0.167,7,reviewed,ci,ci
1967-10-26T10:05:03.360Z,33.455,-116.5956667,22.74,2.87,ml,7,81,0.2452,0.45,ci,ci3329466,2016-01-28T19:33:17.350Z,"13km SSE of Anza, CA",earthquake,1.12,2.47,0.034,5,reviewed,ci,ci
1967-10-25T04:56:34.180Z,34.1178333,-117.469,1.26,2.81,ml,11,120,0.1463,0.53,ci,ci3329464,2016-01-28T19:50:24.650Z,"2km NNW of Fontana, CA",earthquake,1.35,2.02,0.075,6,reviewed,ci,ci
1967-10-22T03:42:32.660Z,34.2851667,-116.3943333,6,2.58,ml,5,150,0.8521,0.6,ci,ci3329462,2016-01-28T19:58:53.690Z,"18km NNW of Joshua Tree, CA",earthquake,1.67,31.61,0.039,4,reviewed,ci,ci
1967-10-22T03:32:41.890Z,34.2796667,-116.341,6,3.06,ml,8,154,0.8162,0.52,ci,ci3329461,2016-01-28T19:58:53.020Z,"16km N of Joshua Tree, CA",earthquake,1.29,31.61,0.05,6,reviewed,ci,ci
1967-10-16T21:10:23.590Z,34.1466667,-117.4503333,3.67,2.41,ml,9,124,0.1649,0.35,ci,ci3329457,2016-01-28T19:58:52.340Z,"6km N of Fontana, CA",earthquake,0.86,1.41,0.043,5,reviewed,ci,ci
1967-10-14T18:43:19.770Z,34.1483333,-117.4403333,4.3,3.11,ml,13,81,0.1636,0.42,ci,ci3329454,2016-01-28T19:33:16.340Z,"6km NNE of Fontana, CA",earthquake,0.77,1.34,0.163,8,reviewed,ci,ci
1967-10-14T14:01:12.120Z,33.3695,-116.925,15.81,2.29,ml,7,146,0.05453,0.48,ci,ci3329453,2016-01-28T19:58:51.690Z,"6km WNW of Palomar Observatory, CA",earthquake,1.44,1.93,0.035,4,reviewed,ci,ci
1967-10-14T00:39:44.950Z,34.1368333,-117.4563333,8.04,3.42,ml,16,81,0.1579,0.49,ci,ci3329452,2016-01-28T19:41:46.640Z,"4km N of Fontana, CA",earthquake,0.95,1.54,0.121,7,reviewed,ci,ci
1967-10-14T00:36:21.430Z,34.1553333,-117.4371667,4.69,3.56,ml,15,82,0.1694,0.44,ci,ci3329451,2016-01-28T19:46:01.330Z,"7km NNE of Fontana, CA",earthquake,0.81,1.4,0.16,7,reviewed,ci,ci
1967-10-11T13:43:30.290Z,33.8621667,-118.0125,0,2.02,ml,7,208,0.3145,0.65,ci,ci3329449,2016-01-28T19:46:00.810Z,"2km WSW of Buena Park, CA",earthquake,4.5,3.4,0.197,4,reviewed,ci,ci
1967-09-29T01:36:40.510Z,35.115,-118.9308333,1,2.79,ml,9,129,0.2442,0.55,ci,ci3329519,2016-01-28T19:37:30.060Z,"14km SW of Arvin, CA",earthquake,1.73,31.61,0.186,8,reviewed,ci,ci
1967-09-28T22:29:43.660Z,34.1268333,-118.3525,0.03,2.21,ml,8,157,0.1519,0.6,ci,ci3329518,2016-01-28T19:37:29.560Z,"1km S of Universal City, CA",earthquake,1.64,3.5,0.115,4,reviewed,ci,ci
1967-09-24T17:17:19.950Z,34.9643333,-119.1296667,14.5,3.22,ml,11,138,0.5129,0.47,ci,ci3329507,2016-01-28T19:54:44.730Z,"13km N of Pine Mountain Club, CA",earthquake,0.89,2.23,0.215,10,reviewed,ci,ci
1967-09-22T23:40:58.240Z,34.967,-118.976,6,3.06,ml,10,125,0.4085,0.53,ci,ci3329504,2016-01-28T19:54:44.230Z,"5km WNW of Grapevine, CA",earthquake,0.91,31.61,0.03,9,reviewed,ci,ci
1967-09-18T02:31:40.670Z,34.0398333,-118.461,0.09,2.08,mh,7,234,0.2638,0.53,ci,ci3329498,2016-01-28T19:58:50.540Z,"3km WSW of Westwood, CA",earthquake,2.2,1.86,0.339,9,reviewed,ci,ci
1967-09-15T20:18:45.770Z,34.238,-118.002,6.15,2.29,mh,9,94,0.04882,0.39,ci,ci3329496,2016-01-28T19:58:49.910Z,"10km NNE of Sierra Madre, CA",earthquake,1.19,2.07,0.316,13,reviewed,ci,ci
1967-09-14T05:11:38.450Z,34.2166667,-117.9878333,6.81,2.75,ml,11,114,0.05882,0.35,ci,ci3329490,2016-01-28T19:45:58.770Z,"8km N of Monrovia, CA",earthquake,0.88,1.57,0.08,6,reviewed,ci,ci
1967-09-03T04:52:40.990Z,34.3353333,-117.0051667,1,2.75,ml,8,109,0.4588,0.47,ci,ci3329484,2016-01-28T19:50:22.180Z,"12km SSW of Lucerne Valley, CA",earthquake,0.88,31.61,0.101,4,reviewed,ci,ci
1967-09-02T21:25:39.260Z,34.861,-119.1886667,6,2.62,ml,6,168,0.5186,0.52,ci,ci3329483,2016-01-28T20:03:11.380Z,"4km WNW of Pine Mountain Club, CA",earthquake,1.59,31.61,0.203,6,reviewed,ci,ci
1967-09-01T18:55:24.950Z,34.1741667,-117.3975,7.04,2.4,mh,9,128,0.1811,0.49,ci,ci3329480,2016-01-28T19:54:43.730Z,"5km S of Devore, CA",earthquake,1.53,4.77,0.261,16,reviewed,ci,ci
1967-08-22T17:30:44.540Z,33.8798333,-117.6488333,5.57,3.11,ml,15,76,0.254,0.47,ci,ci3329540,2016-01-28T19:54:41.670Z,"8km W of Corona, CA",earthquake,0.97,1.94,0.162,9,reviewed,ci,ci
1967-08-17T15:42:44.420Z,34.4616667,-116.7258333,6,2.91,ml,9,133,0.7126,0.38,ci,ci3329537,2016-01-28T19:54:41.150Z,"22km E of Lucerne Valley, CA",earthquake,0.84,31.61,0.237,7,reviewed,ci,ci
1967-08-11T17:40:14.720Z,33.518,-116.5763333,4.87,3.26,ml,10,110,0.2902,0.46,ci,ci3329530,2016-01-28T19:45:56.150Z,"10km ESE of Anza, CA",earthquake,0.97,2.98,0.048,4,reviewed,ci,ci
1967-08-11T14:57:25.590Z,33.9668333,-117.3105,11.95,2.34,ml,10,128,0.06017,0.44,ci,ci3329529,2016-01-28T19:54:40.660Z,"8km S of Grand Terrace, CA",earthquake,1.38,0.9,0.03,3,reviewed,ci,ci
1967-08-11T01:51:14.900Z,33.5345,-116.5766667,6.4,2.85,ml,11,83,0.2995,0.58,ci,ci3329528,2016-01-28T19:33:11.620Z,"9km ESE of Anza, CA",earthquake,1.18,3.76,0.206,5,reviewed,ci,ci
1967-08-11T00:57:11.800Z,33.515,-116.5816667,19.32,4.09,ml,16,81,0.2848,0.47,ci,ci3329527,2016-01-28T19:41:42.040Z,"10km ESE of Anza, CA",earthquake,1.12,2.19,0.13,10,reviewed,ci,ci
1967-08-11T00:02:40.800Z,33.393,-116.4363333,4.54,3.23,ml,7,132,0.3589,0.51,ci,ci3329526,2016-01-28T19:37:26.530Z,"16km NNW of Borrego Springs, CA",earthquake,1.18,3.07,0.072,4,reviewed,ci,ci
1967-08-09T02:39:24.090Z,34.0881667,-117.9531667,4.11,2.34,ml,9,147,0.1608,0.47,ci,ci3329593,2016-01-28T19:33:10.600Z,"1km ENE of Baldwin Park, CA",earthquake,1.56,1.14,0.087,4,reviewed,ci,ci
1967-08-09T01:40:54.470Z,34.122,-117.0416667,8.56,2.51,ml,11,100,0.3053,0.36,ci,ci3329592,2016-01-28T19:37:26.030Z,"10km N of Yucaipa, CA",earthquake,0.71,1.96,0.009,3,reviewed,ci,ci
1967-08-08T06:35:07.640Z,34.0265,-118.1473333,6.9,1.93,ml,4,311,0.1232,0.29,ci,ci3329590,2016-01-28T20:03:09.920Z,"2km ESE of East Los Angeles, CA",earthquake,2.51,1.3,0.273,3,reviewed,ci,ci
1967-08-04T18:47:42.240Z,33.9806667,-117.5853333,0.19,2.46,ml,10,141,0.1749,0.45,ci,ci3329589,2016-01-28T19:33:10.090Z,"6km NNW of Norco, CA",earthquake,1.12,1.78,0.071,6,reviewed,ci,ci
1967-07-30T11:17:45.710Z,34.0995,-117.9295,0.09,2,ml,6,142,0.1635,0.55,ci,ci3329587,2016-01-28T19:41:40.970Z,"1km SSE of Irwindale, CA",earthquake,2.42,3.11,0.334,3,reviewed,ci,ci
1967-07-30T04:02:26.340Z,34.1225,-117.4403333,9.01,2.6,ml,10,124,0.1395,0.43,ci,ci3329586,2016-01-28T19:37:25.010Z,"3km NNE of Fontana, CA",earthquake,0.85,1.68,0.103,4,reviewed,ci,ci
1967-07-27T18:24:06.760Z,34.0451667,-118.4835,2.33,2.92,ml,13,109,0.2789,0.31,ci,ci3329581,2016-01-28T19:50:20.580Z,"3km NNE of Santa Monica, CA",earthquake,0.63,1.23,0.178,5,reviewed,ci,ci
1967-07-27T05:16:59.570Z,34.377,-118.677,6,2.86,ml,12,100,0.3469,0.54,ci,ci3329580,2016-01-28T19:58:47.320Z,"12km ESE of Piru, CA",earthquake,0.98,31.61,0.148,11,reviewed,ci,ci
1967-07-26T22:46:17.580Z,34.3616667,-118.686,6,2.97,ml,12,142,0.3635,0.58,ci,ci3329577,2016-01-28T19:58:46.790Z,"11km NNE of Simi Valley, CA",earthquake,1.22,31.61,0.064,10,reviewed,ci,ci
1967-07-16T15:56:50.330Z,34.025,-116.834,6,2.47,mh,7,106,0.6701,0.38,ci,ci3329555,2016-01-28T19:33:09.070Z,"12km NNE of Banning, CA",earthquake,0.91,31.61,0.218,15,reviewed,ci,ci
1967-07-12T14:49:52.380Z,35.3756667,-118.5088333,6,2.75,ml,11,84,0.2879,0.66,ci,ci3329553,2016-01-28T19:54:39.630Z,"24km S of Bodfish, CA",earthquake,1.42,31.61,0.137,7,reviewed,ci,ci
1967-07-12T04:52:58.670Z,34.4885,-117.9583333,0.01,3.63,ml,16,62,0.2769,0.61,ci,ci3329552,2016-01-28T19:45:53.520Z,"4km SSE of Littlerock, CA",earthquake,1.04,2.7,0.21,10,reviewed,ci,ci
1967-07-04T15:16:48.140Z,33.1098333,-117.9056667,6,2.46,ml,5,237,0.9074,0.33,ci,ci3329625,2016-01-28T19:41:39.980Z,"44km SSW of Dana Point, CA",earthquake,1.9,31.61,0.157,4,reviewed,ci,ci
1967-07-02T16:11:02.720Z,33.6063333,-116.9076667,8.39,2.71,ml,7,127,0.2548,0.61,ci,ci3329624,2016-01-28T19:58:45.220Z,"16km S of Valle Vista, CA",earthquake,2.33,3.75,0.103,4,reviewed,ci,ci
1967-07-02T06:41:55.540Z,34.3663333,-119.542,15.55,2.75,ml,10,117,0.1611,0.31,ci,ci3329623,2016-01-28T19:54:38.640Z,"4km SSW of Carpinteria, CA",earthquake,0.98,1.55,0.096,6,reviewed,ci,ci
1967-07-01T21:16:20.480Z,34.1476667,-117.9243333,0.01,1.9,ml,12,127,0.1345,0.56,ci,ci3329622,2016-01-28T19:54:38.110Z,"2km NW of Azusa, CA",earthquake,1.72,2.64,0.049,3,reviewed,ci,ci
1967-06-29T23:04:11.590Z,33.4968333,-116.594,5.94,2.69,ml,8,79,0.2662,0.41,ci,ci3329616,2016-01-28T19:37:23.980Z,"10km SE of Anza, CA",earthquake,0.87,2.29,0.21,2,reviewed,ci,ci
1967-06-29T22:57:39.520Z,33.486,-116.6086667,15.13,2.52,ml,7,125,0.2501,0.45,ci,ci3329615,2016-01-28T19:58:43.280Z,"10km SE of Anza, CA",earthquake,1.14,2.48,0.174,2,reviewed,ci,ci
1967-06-29T17:08:11.910Z,33.88,-117.8091667,6.93,1.97,ml,8,171,0.3779,0.55,ci,ci3329613,2016-01-28T19:58:42.780Z,"1km SSE of Yorba Linda, CA",earthquake,1.93,3.02,0.089,4,reviewed,ci,ci
1967-06-27T07:09:55.380Z,34.4133333,-119.3523333,16.15,2.92,ml,11,94,0.301,0.33,ci,ci3329611,2016-01-28T19:54:36.630Z,"11km WSW of Ojai, CA",earthquake,0.65,1.61,0.179,8,reviewed,ci,ci
1967-06-27T05:44:32.860Z,33.9018333,-117.8293333,5,2.31,ml,8,189,0.373,0.53,ci,ci3329610,2016-01-28T19:50:19.450Z,"2km NW of Yorba Linda, CA",earthquake,2.28,31.61,0.314,5,reviewed,ci,ci
1967-06-17T21:14:48.520Z,33.8211667,-117.7458333,4.61,3.15,ml,12,151,0.3528,0.48,ci,ci3329603,2016-01-28T19:33:07.480Z,"6km E of Villa Park, CA",earthquake,1.47,2.94,0.245,9,reviewed,ci,ci
1967-06-17T06:58:19.150Z,35.302,-118.5205,6,2.89,ml,9,89,0.362,0.59,ci,ci3329602,2016-01-28T19:33:06.910Z,"20km NNW of Tehachapi, CA",earthquake,1.96,31.61,0.13,11,reviewed,ci,ci
1967-06-16T06:30:50.150Z,33.9633333,-117.7323333,7.81,2.67,ml,9,153,0.2981,0.44,ci,ci3329601,2016-01-28T19:33:06.410Z,"4km SE of Chino Hills, CA",earthquake,1.36,1.74,0.133,5,reviewed,ci,ci
1967-06-15T04:58:05.770Z,33.9915,-117.9906667,8.99,4.06,ml,16,101,0.2167,0.52,ci,ci3329599,2018-06-04T20:43:45.000Z,"2km W of Hacienda Heights, CA",earthquake,1.04,1.54,0.222,10,reviewed,ci,ci
1967-06-11T07:14:39.740Z,34.3548333,-116.89,6,2.9,ml,10,122,0.5403,0.47,ci,ci3329597,2016-01-28T20:03:06.850Z,"11km NNW of Big Bear City, CA",earthquake,1.06,31.61,0.269,5,reviewed,ci,ci
1967-06-11T04:19:39.600Z,34.345,-116.8906667,6,2.58,ml,7,169,0.5334,0.3,ci,ci3329596,2016-01-28T19:54:36.130Z,"10km NNW of Big Bear City, CA",earthquake,0.95,31.61,0.055,4,reviewed,ci,ci
1967-06-11T03:52:18.040Z,35.2205,-118.669,6,3.21,ml,10,135,0.3965,0.4,ci,ci3329595,2016-01-28T20:03:06.320Z,"14km E of Arvin, CA",earthquake,1.25,31.61,0.083,12,reviewed,ci,ci
1967-05-25T01:54:40.060Z,35.2291667,-118.6555,6,2.62,ml,10,132,0.4094,0.5,ci,ci3329643,2016-01-28T19:41:36.940Z,"16km E of Arvin, CA",earthquake,1.29,31.61,0.055,6,reviewed,ci,ci
1967-05-23T22:44:56.410Z,33.4946667,-116.5535,19,1.78,mh,4,127,0.2943,0.27,ci,ci3329641,2016-01-28T19:45:51.080Z,"13km ESE of Anza, CA",earthquake,0.84,31.61,0.254,5,reviewed,ci,ci
1967-05-22T09:19:53.830Z,33.4248333,-116.4428333,4.5,2.59,ml,7,91,0.3583,0.55,ci,ci3329638,2016-01-28T20:03:03.850Z,"20km NNW of Borrego Springs, CA",earthquake,1.41,4.66,0.063,2,reviewed,ci,ci
1967-05-22T01:31:46.550Z,33.6016667,-116.678,25.78,2.37,ml,6,97,0.2916,0.49,ci,ci3329636,2016-01-28T19:45:50.590Z,"5km N of Anza, CA",earthquake,1.27,1.88,0.082,2,reviewed,ci,ci
1967-05-21T14:42:34.060Z,33.5518333,-116.6315,8.44,4.71,ml,15,83,0.2765,0.53,ci,ci3329635,2018-06-04T20:43:45.000Z,"4km E of Anza, CA",earthquake,1.33,2.81,0.391,10,reviewed,ci,ci
1967-05-17T23:27:37.490Z,33.1806667,-117.1671667,9.54,2.61,ml,9,180,0.308,0.33,ci,ci3329631,2016-01-28T19:33:04.360Z,"4km N of San Marcos, CA",earthquake,1.17,1.66,0.136,4,reviewed,ci,ci
1967-05-14T23:10:54.410Z,34.4846667,-116.5195,6,2.54,mh,10,150,0.8485,0.52,ci,ci3329629,2016-01-28T19:54:32.640Z,"39km NE of Big Bear City, CA",earthquake,1.39,31.61,0.139,18,reviewed,ci,ci
1967-05-12T16:00:40.110Z,33.9548333,-118.1955,9.12,2.97,ml,12,158,0.1942,0.4,ci,ci3329712,2016-01-28T19:41:35.950Z,"1km SW of Cudahy, CA",earthquake,1.41,1.44,0.079,8,reviewed,ci,ci
1967-05-07T03:12:36.710Z,34.3366667,-118.532,0.1,2.51,ml,8,153,0.353,0.46,ci,ci3329700,2016-01-28T19:41:35.420Z,"8km NNW of Granada Hills, CA",earthquake,1.35,2.21,0.057,6,reviewed,ci,ci
1967-05-06T15:02:41.680Z,33.937,-117.7873333,10.15,2.65,ml,8,161,0.3469,0.39,ci,ci3329699,2016-01-28T19:45:50.070Z,"6km NNE of Yorba Linda, CA",earthquake,1.43,1.83,0.204,5,reviewed,ci,ci
1967-05-06T10:07:17.400Z,35.3215,-118.5895,6,3.04,ml,10,105,0.3533,0.66,ci,ci3329698,2016-01-28T19:41:34.890Z,"25km NNW of Tehachapi, CA",earthquake,1.95,31.61,0.038,8,reviewed,ci,ci
1967-05-03T11:09:20.050Z,33.8558333,-118.648,6,2.5,ml,8,248,0.492,0.4,ci,ci3329690,2016-01-28T19:54:32.150Z,"20km S of Malibu Beach, CA",earthquake,1.72,31.61,0.17,6,reviewed,ci,ci
